"last_name, first_name","player_id","year","ff_avg_speed","ff_avg_spin","p_formatted_ip","p_game","n_ff_formatted","n_si_formatted","n_sl_formatted","n_cu_formatted","n_ch_formatted","n_fc_formatted","p_era"
"Latz, Jacob",656641,2024,"94.9","2337","43.2","46","49.4",,"22.8","5","22.8",,"3.71"
"Wentz, Joey",666214,2024,"93.7","2236","67.1","46","36.5",,,"13","19.1","31.4","4.68"
"Marsh, Alec",679525,2024,"94.2","2499","129.0","26","37","13.8","17.9","16.4","10",,"4.53"
"Clase, Emmanuel",661403,2024,,,"74.1","74",,"1.6","20.5",,,"77.8","0.61"
"Pérez, Cionel",672335,2024,"96.5","2134","53.2","62","24.2","38.3",,"0.1",,,"4.53"
"Martinez, Nick",607259,2024,"92.6","2342","142.1","42","22.5","17.3","6.1","11.9","21.6","20.5","3.10"
"Johnson, Pierce",572955,2024,"95.5","2330","56.1","58","24.2",,,"71.6",,"4.1","3.67"
"Weissert, Greg",669711,2024,"94","2292","63.1","62","21.4","33.2","5.7",,"8.8","1.7","3.13"
"Chafin, Andrew",605177,2024,"91.7","2170","56.1","62","14.8","39.4","45.8",,,,"3.51"
"Kinley, Tyler",641755,2024,"95.8","2364","64.0","67","33.2","0.6","62.9",,"3.4",,"6.19"
"Estrada, Jeremiah",669093,2024,"97.2","2224","61.0","62","56.4","0.1","23.6",,,,"2.95"
"Snider, Collin",676092,2024,"94.2","2576","41.2","42","41.4","4.4",,,,"16.6","1.94"
"Duran, Jhoan",661395,2024,"100.5","2035","54.1","58","40.7",,,"27.7",,,"3.64"
"Hernández, Jonathan",642546,2024,"96.7","2282","43.1","29","1.4","37.5","49.3",,"11.8",,"5.40"
"Holderman, Colin",670059,2024,"97.2","2374","51.1","55","1","25.7","0.1",,,"25.7","3.16"
"Williams, Gavin",668909,2024,"96.6","2311","76.0","16","51.5",,"11.2","19.8","5.4","12.1","4.86"
"Rogers, Taylor",573124,2024,,,"60.0","64",,"52.8",,,,,"2.40"
"Neris, Héctor",593576,2024,"92.9","2401","59.1","62","48.3","7.8","3.4",,,,"4.10"
"Quantrill, Cal",615698,2024,"94.1","2215","148.1","29","16.3","24","0.6","11.8","2.2","12.9","4.98"
"Jiménez, Joe",641729,2024,"94.5","2398","68.2","69","46.2",,"49.6",,"4.2",,"2.62"
"Kelly, Zack",677161,2024,"96.5","2168","56.2","49","29.9",,,,"20.9","21.9","3.97"
"Voth, Austin",608723,2024,"93.6","2303","61.0","68","23.7",,,"18.8",,"33.8","3.69"
"Schreiber, John",670167,2024,"92.9","2111","51.2","59","24.4","26",,,"6.1","16.5","3.66"
"Lodolo, Nick",666157,2024,"94.2","2331","115.1","21","27.7","28.6",,"27.3","16.4",,"4.76"
"Luzardo, Jesús",666200,2024,"95.2","2213","66.2","12","35.6","11.7","29.4",,"23.3",,"5.00"
"Myers, Tobias",668964,2024,"92.9","2227","138.0","27","40.5","0","21.1","4.1","11.4","22.8","3.00"
"Dunning, Dane",641540,2024,"89","2152","95.0","26","2.7","37.8","23.4","4.7","12.4","18.8","5.31"
"Muñoz, Andrés",662253,2024,"98.4","2256","59.1","60","32.3","20.6","47.1",,,,"2.12"
"Contreras, Roansy",672710,2024,"94.7","2328","68.1","49","37.2","10.4","25","9.4","10.5",,"4.35"
"Varland, Louis",686973,2024,"96.3","2157","49.2","16","42.5","3.8","27.7","15.5","10.4",,"7.61"
"Hancock, Emerson",676106,2024,"93.4","2386","60.2","12","33.6","28.8","10.5",,"21.1","5.9","4.75"
"Spence, Mitch",687765,2024,,,"151.1","35",,"14.6","32.5","12.1","1.2","39.6","4.58"
"Glasnow, Tyler",607192,2024,"96.3","2556","134.0","22","45.2","8.5","27.7","18.6",,,"3.49"
"Brieske, Beau",689225,2024,"95.9","2504","67.2","46","39.7","16.6","17.3",,"26.5",,"3.59"
"Lynch IV, Daniel",663738,2024,"92.9","2207","43.1","16","35.5","10","26.8","6","21.2","0.5","3.32"
"Suárez, Albert",544150,2024,"94.8","2385","133.2","32","50",,,"13.1","17.2","19.5","3.70"
"Peguero, Elvis",665625,2024,,,"51.1","52",,"49.3","50.5","0.1",,,"2.98"
"Hodge, Porter",687863,2024,"95.5","2409","43.0","39","61.2",,"0.2",,,,"1.88"
"Scott, Tayler",605463,2024,"92.7","2128","68.2","62","48.5","5.7",,,,,"2.23"
"De Los Santos, Enyel",660853,2024,"95.5","2203","64.0","64","49.3","0.1","42.9",,"7.6",,"5.20"
"Cabrera, Edward",665795,2024,"96.2","2249","96.1","20","27.7","9.5","8.4","21.9","32.6",,"4.95"
"Green, Chad",643338,2024,"95.5","2460","53.1","53","59.9","0.1","39.3",,,"0.7","3.21"
"Estévez, Carlos",608032,2024,"96.8","2124","55.0","54","61.1",,"28.1","0.4","10.4",,"2.45"
"Hill, Tim",657612,2024,"90.7","2157","67.0","62","26.1","68.7","5.2",,,,"3.36"
"Thornton, Trent",663423,2024,"95.5","2502","72.1","71","19.8","9.5","21.7","12","2.5","4.1","3.61"
"Rodriguez, Grayson",680570,2024,"96.1","2286","116.2","20","47.7",,"15.8","15.5","21",,"3.86"
"Woo, Bryan",693433,2024,"94.8","2280","121.1","22","48.8","23.2","9.6",,"9.4",,"2.89"
"Peterson, David",656849,2024,"93.1","2142","121.0","21","26.2","31.3","18.4","7.6","16.4",,"2.90"
"Eovaldi, Nathan",543135,2024,"95.4","2189","170.2","29","37","0.4","2.9","13.7",,"15.2","3.80"
"Holmes, Grant",656550,2024,"94.6","2308","68.1","26","37.3",,"32.3","21","1.2","8.2","3.56"
"Houser, Adrian",605288,2024,"93.6","2213","69.1","23","16.8","44.5","17.3","8.7","12.7",,"5.84"
"Flaherty, Jack",656427,2024,"93.3","2258","162.0","28","44.2","2.3","29","21.8","2.7",,"3.17"
"Blanco, Ronel",669854,2024,"93.4","2228","167.1","30","38.3",,"30.2","9.4","22.1",,"2.80"
"Soroka, Michael",647336,2024,"93.5","2527","79.2","25","32.4","21.3","30.9",,"9.8",,"4.74"
"Blach, Ty",621389,2024,,,"71.1","20",,"50.8",,"10.9","24.5","13.7","6.94"
"Walker, Taijuan",592836,2024,"91.5","2070","83.2","19","12.5","27.3","1.7","10.8",,"10","7.10"
"Suarez, José",660761,2024,"93","2341","52.1","22","40","8.7","13.3","0.3","24.7","1","6.02"
"Eflin, Zach",621107,2024,"92.5","2204","165.1","28","8.4","28.9","0.2","18.8","6","28.2","3.59"
"Megill, Tylor",656731,2024,"95.7","2218","78.0","16","46.7","9.9","11","7.7","1.5","14.2","4.04"
"Bird, Jake",656234,2024,"94.7","1971","40.0","35","0.9","44.3","28.4","17.7","0.3","7.2","4.50"
"Fernandez, Ryan",681676,2024,"95.5","2172","66.2","62","40.9","0.6","48.1",,,"10.4","3.51"
"Zerpa, Angel",672582,2024,"95.8","2037","53.2","60","19.7","43.7","26.1","0.2","10.3",,"3.86"
"Paddack, Chris",663978,2024,"93.3","2214","88.1","17","42.9",,"17.7","13.6","25.9",,"4.99"
"Payamps, Joel",606303,2024,"94.8","2451","59.0","68","32.5","19.6","20.1",,"7.7",,"3.05"
"Junis, Jakob",596001,2024,"92.5","2221","67.0","24","9.7","36.3",,,"8.6","0.2","2.69"
"Heaney, Andrew",571760,2024,"91.6","2401","160.0","32","51","0.5","27.2","3.6","16.9","0.2","4.28"
"López, Reynaldo",625643,2024,"95.5","2073","135.2","26","55.2",,"29.4","11.6","3.9",,"1.99"
"Cano, Yennier",666974,2024,"96.5","2297","60.0","70","11.6","50.8","10",,"24.6",,"3.15"
"Mikolas, Miles",571945,2024,"93.2","2253","171.2","32","27.9","23","24.3","12.1","8.5",,"5.35"
"Gore, MacKenzie",669022,2024,"96","2309","166.1","32","55.4",,"1.3","19.4","9.3","14.2","3.90"
"Anderson, Chase",502624,2024,"93.6","2242","58.1","29","15.2","1.4",,"4","30.4","33.9","5.40"
"Díaz, Edwin",621242,2024,"97.5","2349","53.2","54","52.1",,"47.9",,,,"3.52"
"Farmer, Buck",571656,2024,"92.7","2362","71.0","61","20.4","23.8","34.8",,"21",,"3.04"
"Stone, Gavin",694813,2024,"94.9","2238","140.1","25","25.9","21.6","14.8","4.2","26.7","5.2","3.53"
"Bibee, Tanner",676440,2024,"94.6","2361","173.2","31","43.4","0.4",,"6.1","18","25.8","3.47"
"Ureña, José",570632,2024,"96.4","2139","109.0","33","5.3","41.9","34.6",,"18.2",,"3.80"
"Povich, Cade",700249,2024,"92.4","2320","79.2","16","40.7","8.4","6.3","19.6","10.9","7.5","5.20"
"Elder, Bryce",693821,2024,"91.5","2154","49.2","10","12.4","42.8","31.4",,"13.3","0.1","6.52"
"Imanaga, Shota",684007,2024,"91.7","2442","173.1","29","51.9","2.2",,"3.3","3.8","0.5","2.91"
"Cannon, Jonathan",686563,2024,"94.3","2195","124.1","23","12.3","28",,,"18.7","19.2","4.49"
"Abreu, Bryan",650556,2024,"96.7","2356","78.1","78","46.3","0.1","53.1",,"0.5",,"3.10"
"Thompson, Ryan",657044,2024,"92.5","2184","66.1","67","10.1","64.2","25.7",,,,"3.26"
"Stanek, Ryne",592773,2024,"97.8","2330","55.1","63","59.3","2.8","16.6",,,,"4.88"
"Adam, Jason",592094,2024,"95.5","2653","73.2","74","37.1","0.4","19.2",,"25.8","1.4","1.95"
"Bassitt, Chris",605135,2024,"92.6","2162","171.0","31","4.4","40.8","4.4","13.7","5.1","19.8","4.16"
"Irvin, Cole",608344,2024,"91.8","2026","111.0","29","22.9","23.5",,"3.9","13.4","11","5.11"
"Paxton, James",572020,2024,"93.2","2090","100.1","21","54.3","5.7",,"30.3","6.6","3.1","4.40"
"Erceg, Lucas",668674,2024,"98.6","2173","61.2","61","30.9","21.3","27.9",,"19.9",,"3.36"
"Morton, Charlie",450203,2024,"94.1","2249","165.1","30","28.6","10.2",,"42.4","11","7.8","4.19"
"Jones, Jared",683003,2024,"97.3","2537","121.2","22","49.2","0.1","34.9","9.3","6.5",,"4.14"
"Sims, Lucas",608371,2024,"94.2","2613","49.1","58","31.3","0.1","2.4","7.3",,"15.5","4.38"
"Bradford, Cody",674003,2024,"89.8","2099","76.1","14","52.3",,"7.1","12.8","27.3","0.4","3.54"
"Weems, Jordan",607179,2024,"96","2102","41.2","41","61.5",,"34.9","0.8",,,"6.70"
"Rodríguez, Yariel",684320,2024,"93.9","2360","86.2","21","41","10.8","28.2","10.5",,,"4.47"
"Wacha, Michael",608379,2024,"93.6","2135","166.2","29","23.3","15.7","9.2","8.1","32.2","11.4","3.35"
"Slaten, Justin",686580,2024,"96.4","2394","55.1","44","29.2",,,"8.4",,"37.7","2.93"
"Yamamoto, Yoshinobu",808967,2024,"95.5","2158","90.0","18","40.5","2.8","3.2","23.1",,"6.1","3.00"
"Houck, Tanner",656557,2024,"95.1","2274","178.2","30","0.1","32.1",,,,"1.5","3.12"
"Allen, Logan",671106,2024,"91.2","2139","97.1","20","37.4","11.1",,,"18.2","14.6","5.73"
"Waldron, Matt",663362,2024,"90.7","2063","146.2","27","18.7","14.6",,,,"8.7","4.91"
"Rogers, Trevor",669432,2024,"91.9","2431","124.1","25","31.7","24.2",,,"23.5","20.6","4.92"
"Barlow, Scott",605130,2024,"91.4","2386","55.0","63","20.9","12.9","1.7","21",,,"4.25"
"Baz, Shane",669358,2024,"95.6","2419","79.1","14","47.9",,"21.3","20.5","10.3",,"3.06"
"Woods Richardson, Simeon",680573,2024,"93.1","2186","133.2","28","40.3",,"31.2","9.3","19.3",,"4.17"
"Stroman, Marcus",573186,2024,"90","2300","154.2","30","3","35.2","16","2.6",,"18.3","4.31"
"Holmes, Clay",605280,2024,"97.7","2304","63.0","67","0.3","56.2","23",,,,"3.14"
"Falter, Bailey",663559,2024,"91.9","2039","142.1","28","48.8","13.9","21.7","15.2",,,"4.43"
"Rodriguez, Eduardo",593958,2024,"92","2266","50.0","10","42.6","8.8","6.9",,"22.5","19.2","5.04"
"Bernardino, Brennan",657514,2024,,,"51.0","57",,"46.6","6.5","35.3",,"11.5","4.06"
"Crochet, Garrett",676979,2024,"97.2","2500","146.0","32","53.6","2.2",,,"5.9","28.5","3.58"
"Peralta, Freddy",642547,2024,"94.3","2436","173.2","32","53.8","0.1","20.8","7.3","17.5",,"3.68"
"Finnegan, Kyle",640448,2024,"97.2","2085","63.2","65","67.6",,"5.5",,,,"3.68"
"Lorenzen, Michael",547179,2024,"93.8","2386","130.1","26","27","21.3","8.7","7.9","18.8","10","3.31"
"Brown, Hunter",686613,2024,"96","2298","170.0","31","35","17.9","6.9","12.5","12.5","15.2","3.49"
"Suter, Brent",608718,2024,"85.8","2223","65.2","47","43.1","20.9","16.2",,"19.8",,"3.15"
"Irvin, Jake",663623,2024,"93.9","2377","187.2","33","37.7","20.7","0.3","31.3","3.4","6.6","4.41"
"Kikuchi, Yusei",579328,2024,"95.5","2289","175.2","32","47",,"24","17.9","11.1",,"4.05"
"Muñoz, Roddery",682610,2024,"95.4","2269","82.2","18","27","22.7","20.3",,"9.3","20.7","6.53"
"Yarbrough, Ryan",642232,2024,"86.7","1875","98.2","44","17.5","29.6",,,"15.3","10.1","3.19"
"Nardi, Andrew",677053,2024,"94","2294","49.2","59","60.8",,"0.7",,"0.8",,"5.07"
"Ross, Joe",605452,2024,"94.8","2122","74.0","25","16.2","36.5","37.3","1.7","8.3",,"3.77"
"Hudson, Daniel",543339,2024,"95.1","2494","63.0","65","50.3","5.1","40.9",,"3.7",,"3.00"
"Criswell, Cooper",681867,2024,,,"99.1","26",,"29.7","1.9",,"26.1","15.4","4.08"
"Nelson, Ryne",669194,2024,"95.2","2216","150.2","28","55.7",,"8.5","5.7","9.9","18.4","4.24"
"Beeks, Jalen",656222,2024,"94.5","2178","70.0","71","55.5","0.1",,"1","25.6","17.8","4.50"
"Gomber, Austin",596295,2024,"90.4","2180","165.0","30","40.4","0","16.7","22.4","20.5",,"4.75"
"Cecconi, Slade",677944,2024,"94.4","2356","77.0","20","54.9",,"23.7","8.9","12.2","0.1","6.66"
"Hoffman, Jeff",656546,2024,"96.7","2609","66.1","68","36.3","11","40.8",,,,"2.17"
"Berríos, José",621244,2024,"94.1","2164","192.1","32","18.6","33.4",,,"16","3.5","3.60"
"Arrighetti, Spencer",681293,2024,"94.1","2306","145.0","29","40.6","0.4","0.1","19.9","8.6","19.6","4.53"
"Doval, Camilo",666808,2024,"100","2455","59.0","62","0.3","13.8","51.1",,,"34.9","4.88"
"Hall, DL",669084,2024,"93.3","2133","43.0","13","44.9","0.4","14.1","19.9","20.5","0.3","5.02"
"Schwellenbach, Spencer",680885,2024,"96.1","2265","123.2","21","28.8","7","19.9","14.6",,"16.9","3.35"
"Pérez, Martín",527048,2024,"91.5","2089","135.0","26","4.6","36.6","0","14.1","22.7","22","4.53"
"Herrin, Tim",682120,2024,"95.5","2405","65.2","75","24.3","12.8","27.6","35.3",,,"1.92"
"Mantiply, Joe",573009,2024,"89.4","2147","59.2","75","4.6","42.4",,"26.5","26.4",,"3.92"
"Matsui, Yuki",673513,2024,"92.2","2439","62.2","64","41","0.1","27.1","1",,,"3.73"
"Harrison, Kyle",690986,2024,"92.6","2203","124.1","24","57.6","0",,"0","19.8","0.3","4.56"
"Cole, Gerrit",543037,2024,"95.9","2362","95.0","17","45.4","0.9","15.1","18.7","4","15.8","3.41"
"Molina, Anthony",683627,2024,"94.8","2114","59.2","35","48.3",,"21.2","7.1","22.4","1","6.79"
"Kimbrel, Craig",518886,2024,"93.9","2316","52.1","57","65.7",,,"28.9","0.5",,"5.33"
"Wilson, Bryse",669060,2024,"93.6","2100","104.2","34","14.9","32.3",,"13.9","4.1","34.9","4.04"
"Kuhl, Chad",641771,2024,"95","2191","53.1","31","10","22.2","35.6",,"12.6","9.3","5.06"
"Webb, Logan",657277,2024,"92.6","2054","204.2","33","5.5","39.7",,,"30.9","2.6","3.47"
"Harvey, Hunter",640451,2024,"97.8","2045","50.2","49","62.9",,"4.6","9.3",,,"4.44"
"Lively, Ben",594902,2024,"89.9","2006","151.0","29","30.6","29.8","4.6","8.6","9.1","0.1","3.81"
"Manaea, Sean",640455,2024,"92.2","2014","181.2","32","31","25.1","6.3",,"11.7","7","3.47"
